"No.","Time","Source","Destination","Protocol","Length","Info"
"64033","682.220771600","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","327","Standard query response 0x09e7 HTTPS prod.rewardsplatform.microsoft.com CNAME rewardsplatformprod-d2g5g3cah3eza6gm.b01.azurefd.net CNAME mr-b01.tm-azurefd.net CNAME shed.dual-low.part-0044.t-0009.t-msedge.net CNAME part-0044.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"64143","682.497691500","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","107","Standard query 0xe49d HTTPS img-s-msn-com.akamaized.net"
"64144","682.497963300","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","107","Standard query 0xf218 AAAA img-s-msn-com.akamaized.net"
"64145","682.498177900","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","107","Standard query 0x86dd A img-s-msn-com.akamaized.net"
"64146","682.498512300","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","104","Standard query 0x7545 HTTPS sb.scorecardresearch.com"
"64147","682.498741900","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","104","Standard query 0x332a AAAA sb.scorecardresearch.com"
"64148","682.498974600","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","104","Standard query 0xffc2 A sb.scorecardresearch.com"
"64149","682.499363700","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","91","Standard query 0xe35a HTTPS th.bing.com"
"64150","682.499659800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","91","Standard query 0xc8a8 AAAA th.bing.com"
"64151","682.499937400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","91","Standard query 0x3488 A th.bing.com"
"64152","682.509123100","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","205","Standard query response 0xe49d HTTPS img-s-msn-com.akamaized.net CNAME a1834.dscg2.akamai.net SOA n0dscg2.akamai.net"
"64153","682.511657200","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","196","Standard query response 0xf218 AAAA img-s-msn-com.akamaized.net CNAME a1834.dscg2.akamai.net AAAA 2600:140f:f400::1730:e213 AAAA 2600:140f:f400::1730:e20a"
"64154","682.514638700","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","172","Standard query response 0x86dd A img-s-msn-com.akamaized.net CNAME a1834.dscg2.akamai.net A 23.48.226.19 A 23.48.226.10"
"64155","682.514638700","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","168","Standard query response 0xffc2 A sb.scorecardresearch.com A 18.161.229.129 A 18.161.229.66 A 18.161.229.94 A 18.161.229.61"
"64156","682.517117500","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","185","Standard query response 0x332a AAAA sb.scorecardresearch.com SOA ns-905.awsdns-49.net"
"64157","682.517117500","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","269","Standard query response 0xe35a HTTPS th.bing.com CNAME p-th.bing.com.trafficmanager.net CNAME th.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net"
"64158","682.519263400","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","348","Standard query response 0xc8a8 AAAA th.bing.com CNAME p-th.bing.com.trafficmanager.net CNAME th.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net AAAA 2600:140f:9800::17d7:d7d2 AAAA 2600:140f:9800::17d7:d7cb AAAA 2600:140f:9800::17d7:d7c8 AAAA 2600:140f:9800::17c8:eef8 AAAA 2600:140f:9800::17c8:eefb"
"64159","682.521431400","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","352","Standard query response 0x3488 A th.bing.com CNAME p-th.bing.com.trafficmanager.net CNAME th.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net A 23.200.238.203 A 23.200.238.219 A 23.200.238.235 A 23.200.238.225 A 23.200.238.234 A 23.200.238.240 A 23.200.238.211 A 23.200.238.208 A 23.200.238.224"
"64160","682.521917500","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","92","Standard query 0xc5f6 HTTPS www.bing.com"
"64161","682.522492500","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","92","Standard query 0xef17 AAAA www.bing.com"
"64162","682.523001700","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","92","Standard query 0x2eae A www.bing.com"
"64163","682.529887500","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","89","Standard query 0x32eb HTTPS c.msn.com"
"64164","682.530467100","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","89","Standard query 0xf6f8 AAAA c.msn.com"
"64165","682.530992200","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","89","Standard query 0x94ca A c.msn.com"
"64166","682.533990100","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","90","Standard query 0x64e9 HTTPS c.bing.com"
"64167","682.534390900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","353","Standard query response 0xef17 AAAA www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net AAAA 2600:140f:9800::17d7:d7d2 AAAA 2600:140f:9800::17d7:d7cb AAAA 2600:140f:9800::17d7:d7c8 AAAA 2600:140f:9800::17c8:eef8 AAAA 2600:140f:9800::17c8:eefb"
"64168","682.534390900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","357","Standard query response 0x2eae A www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net A 23.200.238.203 A 23.200.238.219 A 23.200.238.235 A 23.200.238.225 A 23.200.238.234 A 23.200.238.240 A 23.200.238.211 A 23.200.238.208 A 23.200.238.224"
"64169","682.534553200","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","90","Standard query 0xac7d AAAA c.bing.com"
"64170","682.535102000","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","90","Standard query 0x8c44 A c.bing.com"
"64171","682.535432200","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","274","Standard query response 0xc5f6 HTTPS www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net"
"64174","682.542798300","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","233","Standard query response 0x94ca A c.msn.com CNAME c-msn-afd.trafficmanager.net CNAME idsyncprod-cehbcsbucqdhhgcj.b01.azurefd.net CNAME mr-b01.tm-azurefd.net A 150.171.110.83"
"64175","682.542798300","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","245","Standard query response 0xf6f8 AAAA c.msn.com CNAME c-msn-afd.trafficmanager.net CNAME idsyncprod-cehbcsbucqdhhgcj.b01.azurefd.net CNAME mr-b01.tm-azurefd.net AAAA 2603:1061:14:153::1"
"64176","682.542798300","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","342","Standard query response 0x32eb HTTPS c.msn.com CNAME c-msn-afd.trafficmanager.net CNAME idsyncprod-cehbcsbucqdhhgcj.b01.azurefd.net CNAME mr-b01.tm-azurefd.net CNAME shed.dual-low.part-0044.t-0009.t-msedge.net CNAME part-0044.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"64177","682.544555900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","207","Standard query response 0x64e9 HTTPS c.bing.com CNAME c-bing-com.ax-0001.ax-msedge.net CNAME ax-0001.ax-msedge.net SOA ns1.ax-msedge.net"
"64178","682.545958000","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","94","Standard query 0xfd3e HTTPS assets.msn.com"
"64179","682.546441500","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","206","Standard query response 0xac7d AAAA c.bing.com CNAME c-bing-com.ax-0001.ax-msedge.net CNAME ax-0001.ax-msedge.net AAAA 2620:1ec:33::10 AAAA 2620:1ec:33:1::10"
"64180","682.546471000","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","94","Standard query 0x0eff AAAA assets.msn.com"
"64181","682.546963800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","94","Standard query 0x6f55 A assets.msn.com"
"64183","682.550460900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","182","Standard query response 0x8c44 A c.bing.com CNAME c-bing-com.ax-0001.ax-msedge.net CNAME ax-0001.ax-msedge.net A 150.171.27.10 A 150.171.28.10"
"64185","682.552306800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","91","Standard query 0x075c HTTPS api.msn.com"
"64186","682.552727500","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","91","Standard query 0x1fdb AAAA api.msn.com"
"64187","682.552977500","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","185","Standard query response 0x7545 HTTPS sb.scorecardresearch.com SOA ns-905.awsdns-49.net"
"64188","682.553118500","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","91","Standard query 0x66e5 A api.msn.com"
"64189","682.559892200","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","295","Standard query response 0xfd3e HTTPS assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net SOA n0dscr.akamai.net"
"64190","682.559892200","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","290","Standard query response 0x0eff AAAA assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net AAAA 2600:140f:f400::1730:e219 AAAA 2600:140f:f400::1730:e20a"
"64191","682.562105100","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","314","Standard query response 0x6f55 A assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net A 23.48.226.10 A 23.48.226.25 A 23.48.226.8 A 23.48.226.19 A 23.48.226.17"
"64193","682.564043600","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","275","Standard query response 0x075c HTTPS api.msn.com CNAME api-msn-com-oneservice-world-default.trafficmanager.net CNAME api-msn-com.ax-0003.ax-msedge.net CNAME ax-0003.ax-msedge.net SOA ns1.ax-msedge.net"
"64195","682.565999400","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","274","Standard query response 0x1fdb AAAA api.msn.com CNAME api-msn-com-oneservice-world-default.trafficmanager.net CNAME api-msn-com.ax-0003.ax-msedge.net CNAME ax-0003.ax-msedge.net AAAA 2620:1ec:33::12 AAAA 2620:1ec:33:1::12"
"64208","682.571203800","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","250","Standard query response 0x66e5 A api.msn.com CNAME api-msn-com-oneservice-world-default.trafficmanager.net CNAME api-msn-com.ax-0003.ax-msedge.net CNAME ax-0003.ax-msedge.net A 150.171.27.12 A 150.171.28.12"
"65021","707.966576500","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","114","Standard query 0x23cb HTTPS edge-consumer-static.azureedge.net"
"65022","707.966799800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","114","Standard query 0x74f2 AAAA edge-consumer-static.azureedge.net"
"65023","707.966935100","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","114","Standard query 0x5b9e A edge-consumer-static.azureedge.net"
"65024","707.978010600","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","318","Standard query response 0x74f2 AAAA edge-consumer-static.azureedge.net CNAME edge-consumer-static.afd.azureedge.net CNAME mr-afd-azuredge.tm-azurefd.net CNAME shed.dual-low.part-0044.t-0009.t-msedge.net CNAME part-0044.t-0009.t-msedge.net AAAA 2620:1ec:bdf::72 AAAA 2620:1ec:46::72"
"65025","707.978010600","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","294","Standard query response 0x5b9e A edge-consumer-static.azureedge.net CNAME edge-consumer-static.afd.azureedge.net CNAME mr-afd-azuredge.tm-azurefd.net CNAME shed.dual-low.part-0044.t-0009.t-msedge.net CNAME part-0044.t-0009.t-msedge.net A 13.107.246.72 A 13.107.213.72"
"65026","707.978540000","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","322","Standard query response 0x23cb HTTPS edge-consumer-static.azureedge.net CNAME edge-consumer-static.afd.azureedge.net CNAME mr-afd-azuredge.tm-azurefd.net CNAME shed.dual-low.part-0044.t-0009.t-msedge.net CNAME part-0044.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"65141","708.616946400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","100","Standard query 0xad68 HTTPS substrate.office.com"
"65142","708.617203400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","100","Standard query 0xf96c AAAA substrate.office.com"
"65143","708.617347200","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","100","Standard query 0x4999 A substrate.office.com"
"65145","708.635598100","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","325","Standard query response 0x4999 A substrate.office.com CNAME outlook.cloud.microsoft CNAME acdcatm.outlook.mira.tm.svc.cloud.microsoft CNAME atm.outlook.mira.tm.svc.cloud.microsoft A 40.99.34.226 A 40.104.107.146 A 40.104.122.162 A 40.104.135.82 A 40.104.135.114 A 40.104.207.34 A 40.104.207.146 A 52.98.56.210"
"65146","708.635598100","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","280","Standard query response 0xad68 HTTPS substrate.office.com CNAME outlook.cloud.microsoft CNAME acdcatm.outlook.mira.tm.svc.cloud.microsoft CNAME atm.outlook.mira.tm.svc.cloud.microsoft SOA ns1-33.azure-dns.com"
"65147","708.635598100","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","421","Standard query response 0xf96c AAAA substrate.office.com CNAME outlook.cloud.microsoft CNAME acdcatm.outlook.mira.tm.svc.cloud.microsoft CNAME atm.outlook.mira.tm.svc.cloud.microsoft AAAA 2603:1046:c04:1420::2 AAAA 2603:1046:c04:1015::2 AAAA 2603:1046:c04:101a::2 AAAA 2603:1046:c04:838::2 AAAA 2603:1046:c04:1401::2 AAAA 2603:1046:c04:1400::2 AAAA 2603:1046:c04:1048::2 AAAA 2603:1046:c04:1413::2"
"65203","713.439864600","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xa5d1 HTTPS mobile.events.data.microsoft.com"
"65204","713.440421100","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x6dcc AAAA mobile.events.data.microsoft.com"
"65205","713.440864000","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xfe7e A mobile.events.data.microsoft.com"
"65210","713.450581900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","276","Standard query response 0xa5d1 HTTPS mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus14.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"65211","713.450581900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","276","Standard query response 0x6dcc AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus14.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"65212","713.454930700","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","232","Standard query response 0xfe7e A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus14.westus.cloudapp.azure.com A 20.189.173.15"
